Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Horakova Anna,German,5.0,2.0,2,"Fantastic teacher. Fostered interest about the subject, provided timely and extensive feedback, taught a lot. Liberal towards different perspectives, and compassionate at times of trouble (midterms oh no). Hit the spot with reading assignments as well! Marx, Nietzsche, Freud is definitely a class I'd take again."
Anna Bertiger,Mathematics,1.0,4.3,3,Very confusing
Anna Thalacker-Mercer,Human Ecology,3.3,2.5,2,"Good professor but not very rich class, more as memorization and that's it. Not very inspirational."
Anna Scaglione,Engineering,2.8,3.1,12,"Anna is a decorated researcher, though falls short as a professor. Lectures consist of linearly reading slides adapted from another prof without context or student interaction. Assignments are very difficult and aren't motivated by lectures. Compared to other inspiring classes at Cornell Tech, this class feels haphazard and unnecessarily difficult."
Anna Haskins,Sociology,4.3,2.0,23,"Wouldn't round a 99.8% to a 100% for an A+. That's pretty petty. Other than that, she is a good lecturer and the coursework is very managable"
anna evtushenko,Information Science,1.0,5.0,1,"She is really passionate about her subject which is great! we would receive long and hard readings every other class and she gave us A LOT of papers to write. In this class you will have a reading and 1-2 people in your class will be discussion leaders for the reading, and the next time in class you discuss the reading. we did not have slide tests."
Emma Perry,English,3.9,1.8,4,"Fairly easy class, difficult to jump from A- to A though"
Jeffrey Perry,Horticulture,4.0,2.6,13,"Perry is great! Took two classes with him, Art of teaching and Youth Organizations. There was reading and writing for both classes but it really was not bad at all. Great guy. Taking another class with him next semester. Make him your BFF if your in the education minor. "
Maria Terrell,Mathematics,3.0,3.7,125,"If you're good at math take Maria Terrell, if not find another professor."
Maria Park,Fine Arts,4.5,2.0,2,"Maria is as caring and experienced as Stan Taft, and provides significantly more usable feedback. Her grading is lenient and she provides more materials than any other teacher I've had in AAP."
Maria Wolfe,Hotel & Restaurant Management,3.5,3.5,2,Professor Wolfe was very inspiring in many different ways as she was exactly who I aspired to become both professionally and personally. I was really surprised and hurt at her lack of compassion when she decided to take half the credit off of my final reflections paper simply because I submitted it to the wrong folder on canvas. 
Maria Bramati,Statistics,3.0,3.5,2,"Very passionate professor. Great class for student truly interested in understanding the mechanism behind time series model, with some technical details omitted. Cover a wide range of topics. A little European accent, but quite clear."
Maria Savella,Languages,4.0,3.0,1,"The professor, in general, is interesting and she tries to be like a mother to most of her students. She cares about her students, and in Tag3302 there are no exams but there are a lot of essays. During discussions, it would be best if you really know the language or else you will have a hard time. Grading is based on your progress."
Keith Tidball,Natural Resources,4.6,3.2,14,Keith have been my foremost helpful advisor and professor I have met at Cornell. His advice on my research was inspiring and every direction was meaningful. I enjoyed meeting with him and receive his clear guidance to my further research. I would recommend other students to take his class. Thank you!
Noah Snavely,Computer Science,4.4,2.0,4,very interesting class and interesting projects. highly recommended!! excellent professor!
Sydney Penner,Philosophy,4.8,2.0,2,"He is pretty easy. He isn't afraid to hurt your feelings on essay corrections, but it pays off because your essays get that much better. Easy, definitely a manageable 3 credit class too."
Sylvia Hristakeva,Marketing,2.0,4.0,1,"The class was okay, with prelims averaging 90%. It had two prelims, a final project instead of an exam, and some group case write-ups. Studying for the prelims was confusing, and lectures were a blur. Professor wasn't around much for help, and TAs just directed you to the slides. Consider taking it with Professor Nasser instead. Heard he's better. "
Michael Spencer,Engineering,2.3,4.3,9,"Mike is one of the most underrated professors in the university. He might not be good presenting a material for the first time, but he wants the students to learn and is ready to help at any time. He is really flexible with deadlines , PSets and homeworks. As long as you show him that you are putting effort into the course, you are in a safe place."
Corinna Loeckenhoff,Human Ecology,4.5,2.6,16,"Pretty good professor. All assignments have, individually rather low weights - that way if you screw on thing up, your entire grade for the class won't tank. 3 flex days are really nice. Prelims are all online take-home - but require effort to prepare for. If you put in just the smallest amount of effort into the class, you will pass."
Andrea Hammer,Not Specified,3.1,4.4,5,"Dr. Hammer is the best of the best. She changed my life by teaching me to write, to think, and to be better."
Andrea Won,Communication,3.9,2.9,6,"BEST professor I've had at Cornell. She's very caring, and gives many good suggestions both in and outside the classroom. I also work in her lab and participate in interesting projects. 4380 is also a very interesting class - students will have their own vr set to experience different virtual worlds. Multiple opportunities for extra credit as well."
Andrea Bachner,Comparative Literature,3.0,2.8,4,very innovative & underprepared
Andrea Quaroni,Biology,4.2,2.6,9,"He is one of the best professor in Cornell! I enjoyed his class! Very organized, very interesting, and he is simply just a great guy! I would highly recommend taking his class :) He is very very helpful outside of class so ask for help if you need it! He will definitely more than happy to help you!"
Andrea Simitch,Architecture,2.8,4.2,20,"Simitch is the most vitriolic personality I have ever witnessed. She is generally disrespectful, mean, and full of herself. Takes pride in making people feel small. Narcissistic. Bitter. Some people like it. Do not allow her to take the joy out of architecture because if she can, she will."
Andrea Giometto,Engineering,4.3,2.4,8,"This professor gave amazing lectures and made somewhat mundane topics interesting and understandable. . Exams are very fair and check your knowledge rather than being out to ""get you"".  Problem sets could be designed better, but office hours help significantly with homework and I recommend attending all of them. "
Andrea Parrot,Human Ecology,2.9,3.3,17,Self important opinionated professor.  No appreciation for other views.  Makes up statistics to suit her views - even when her own reference materials disagree.
